Model,TaskID,SelectedCloud,SLA,Reason
DQN,2446,2.0,NO,Execution time exceeded SLA deadline
DQN,2447,2.0,NO,Execution time exceeded SLA deadline
DQN,2448,2.0,NO,High cost led to choosing cheaper cloud
DQN,2449,2.0,YES,High cost led to choosing cheaper cloud
DQN,2450,2.0,NO,Execution time exceeded SLA deadline
DQN,2451,2.0,NO,High cost led to choosing cheaper cloud
DQN,2452,2.0,NO,High cost led to choosing cheaper cloud
DQN,2453,2.0,NO,High cost led to choosing cheaper cloud
DQN,2454,2.0,NO,High cost led to choosing cheaper cloud
DQN,2455,2.0,YES,High cost led to choosing cheaper cloud
DQN,2456,2.0,YES,High cost led to choosing cheaper cloud
DQN,2457,2.0,YES,High cost led to choosing cheaper cloud
DQN,2458,2.0,NO,Execution time exceeded SLA deadline
DQN,2459,2.0,YES,High cost led to choosing cheaper cloud
DQN,2460,2.0,YES,High cost led to choosing cheaper cloud
DQN,2461,2.0,NO,High cost led to choosing cheaper cloud
DQN,2462,2.0,NO,High cost led to choosing cheaper cloud
DQN,2463,2.0,NO,Execution time exceeded SLA deadline
DQN,2464,2.0,NO,High cost led to choosing cheaper cloud
DQN,2465,2.0,YES,High cost led to choosing cheaper cloud
DQN,2466,2.0,YES,High cost led to choosing cheaper cloud
DQN,2467,2.0,NO,High cost led to choosing cheaper cloud
DQN,2468,2.0,NO,High cost led to choosing cheaper cloud
DQN,2469,2.0,NO,Execution time exceeded SLA deadline
DQN,2470,2.0,YES,High cost led to choosing cheaper cloud
DQN,2471,2.0,YES,High cost led to choosing cheaper cloud
DQN,2472,2.0,NO,High cost led to choosing cheaper cloud
DQN,2473,2.0,NO,High cost led to choosing cheaper cloud
DQN,2474,2.0,NO,High cost led to choosing cheaper cloud
DQN,2475,2.0,NO,Execution time exceeded SLA deadline
DQN,2476,2.0,YES,High cost led to choosing cheaper cloud
DQN,2477,2.0,NO,High cost led to choosing cheaper cloud
DQN,2478,2.0,NO,High cost led to choosing cheaper cloud
DQN,2479,2.0,YES,High cost led to choosing cheaper cloud
DQN,2480,2.0,NO,High cost led to choosing cheaper cloud
DQN,2481,2.0,NO,High cost led to choosing cheaper cloud
DQN,2482,2.0,YES,High cost led to choosing cheaper cloud
DQN,2483,2.0,NO,High cost led to choosing cheaper cloud
DQN,2484,2.0,NO,Execution time exceeded SLA deadline
DQN,2485,2.0,NO,High cost led to choosing cheaper cloud
DQN,2486,2.0,YES,High cost led to choosing cheaper cloud
DQN,2487,2.0,NO,High cost led to choosing cheaper cloud
DQN,2488,2.0,NO,High cost led to choosing cheaper cloud
DQN,2489,2.0,YES,High cost led to choosing cheaper cloud
DQN,2490,2.0,NO,High cost led to choosing cheaper cloud
DQN,2491,2.0,NO,High cost led to choosing cheaper cloud
DQN,2492,2.0,NO,Execution time exceeded SLA deadline
DQN,2493,2.0,NO,High cost led to choosing cheaper cloud
DQN,2494,2.0,NO,High cost led to choosing cheaper cloud
DQN,2495,2.0,YES,High cost led to choosing cheaper cloud
DQN,2496,2.0,YES,High cost led to choosing cheaper cloud
DQN,2497,2.0,YES,High cost led to choosing cheaper cloud
DQN,2498,2.0,NO,High cost led to choosing cheaper cloud
DQN,2499,2.0,NO,High cost led to choosing cheaper cloud
DQN,2500,2.0,NO,High cost led to choosing cheaper cloud
DQN,2501,2.0,YES,High cost led to choosing cheaper cloud
DQN,2502,2.0,NO,High cost led to choosing cheaper cloud
DQN,2503,2.0,YES,High cost led to choosing cheaper cloud
DQN,2504,2.0,YES,High cost led to choosing cheaper cloud
DQN,2505,2.0,YES,High cost led to choosing cheaper cloud
DQN,2506,2.0,NO,Execution time exceeded SLA deadline
DQN,2507,2.0,NO,High cost led to choosing cheaper cloud
DQN,2508,2.0,NO,High cost led to choosing cheaper cloud
DQN,2509,2.0,YES,High cost led to choosing cheaper cloud
DQN,2510,2.0,NO,High cost led to choosing cheaper cloud
DQN,2511,2.0,NO,High cost led to choosing cheaper cloud
DQN,2512,2.0,NO,High cost led to choosing cheaper cloud
DQN,2513,2.0,NO,High cost led to choosing cheaper cloud
DQN,2514,2.0,YES,High cost led to choosing cheaper cloud
DQN,2515,2.0,YES,High cost led to choosing cheaper cloud
DQN,2516,2.0,NO,High cost led to choosing cheaper cloud
DQN,2517,2.0,NO,Execution time exceeded SLA deadline
DQN,2518,2.0,NO,Execution time exceeded SLA deadline
DQN,2519,2.0,NO,Execution time exceeded SLA deadline
DQN,2520,2.0,NO,Execution time exceeded SLA deadline
DQN,2521,2.0,YES,High cost led to choosing cheaper cloud
DQN,2522,2.0,YES,High cost led to choosing cheaper cloud
DQN,2523,2.0,NO,High cost led to choosing cheaper cloud
DQN,2524,2.0,NO,High cost led to choosing cheaper cloud
DQN,2525,2.0,NO,High cost led to choosing cheaper cloud
DQN,2526,2.0,NO,Execution time exceeded SLA deadline
DQN,2527,2.0,YES,High cost led to choosing cheaper cloud
DQN,2528,2.0,NO,High cost led to choosing cheaper cloud
DQN,2529,2.0,YES,High cost led to choosing cheaper cloud
DQN,2530,2.0,NO,Execution time exceeded SLA deadline
DQN,2531,2.0,NO,High cost led to choosing cheaper cloud
DQN,2532,2.0,NO,High cost led to choosing cheaper cloud
DQN,2533,2.0,YES,High cost led to choosing cheaper cloud
DQN,2534,2.0,NO,High cost led to choosing cheaper cloud
DQN,2535,2.0,NO,High cost led to choosing cheaper cloud
DQN,2536,2.0,NO,High cost led to choosing cheaper cloud
DQN,2537,2.0,NO,High cost led to choosing cheaper cloud
DQN,2538,2.0,NO,High cost led to choosing cheaper cloud
DQN,2539,2.0,NO,High cost led to choosing cheaper cloud
DQN,2540,2.0,NO,High cost led to choosing cheaper cloud
DQN,2541,2.0,NO,High cost led to choosing cheaper cloud
DQN,2542,2.0,YES,High cost led to choosing cheaper cloud
DQN,2543,2.0,YES,High cost led to choosing cheaper cloud
DQN,2544,2.0,NO,Execution time exceeded SLA deadline
DQN,2545,2.0,NO,Execution time exceeded SLA deadline
DQN,2546,2.0,NO,Execution time exceeded SLA deadline
DQN,2547,2.0,NO,High cost led to choosing cheaper cloud
DQN,2548,2.0,NO,High cost led to choosing cheaper cloud
DQN,2549,2.0,NO,High cost led to choosing cheaper cloud
DQN,2550,2.0,YES,High cost led to choosing cheaper cloud
DQN,2551,2.0,NO,High cost led to choosing cheaper cloud
DQN,2552,2.0,YES,High cost led to choosing cheaper cloud
DQN,2553,2.0,NO,High cost led to choosing cheaper cloud
DQN,2554,2.0,YES,High cost led to choosing cheaper cloud
DQN,2555,2.0,NO,Execution time exceeded SLA deadline
DQN,2556,2.0,YES,High cost led to choosing cheaper cloud
DQN,2557,2.0,NO,High cost led to choosing cheaper cloud
DQN,2558,2.0,NO,High cost led to choosing cheaper cloud
DQN,2559,2.0,NO,High cost led to choosing cheaper cloud
DQN,2560,2.0,YES,High cost led to choosing cheaper cloud
DQN,2561,2.0,YES,High cost led to choosing cheaper cloud
DQN,2562,2.0,NO,High cost led to choosing cheaper cloud
DQN,2563,2.0,NO,High cost led to choosing cheaper cloud
DQN,2564,2.0,YES,High cost led to choosing cheaper cloud
DQN,2565,2.0,YES,High cost led to choosing cheaper cloud
DQN,2566,2.0,YES,High cost led to choosing cheaper cloud
DQN,2567,2.0,NO,High cost led to choosing cheaper cloud
DQN,2568,2.0,YES,High cost led to choosing cheaper cloud
DQN,2569,2.0,YES,High cost led to choosing cheaper cloud
DQN,2570,2.0,YES,High cost led to choosing cheaper cloud
DQN,2571,2.0,YES,High cost led to choosing cheaper cloud
DQN,2572,2.0,NO,Execution time exceeded SLA deadline
DQN,2573,2.0,NO,High cost led to choosing cheaper cloud
DQN,2574,2.0,YES,High cost led to choosing cheaper cloud
DQN,2575,2.0,NO,High cost led to choosing cheaper cloud
DQN,2576,2.0,NO,High cost led to choosing cheaper cloud
DQN,2577,2.0,YES,High cost led to choosing cheaper cloud
DQN,2578,2.0,YES,High cost led to choosing cheaper cloud
DQN,2579,2.0,NO,Execution time exceeded SLA deadline
DQN,2580,2.0,YES,High cost led to choosing cheaper cloud
DQN,2581,2.0,NO,High cost led to choosing cheaper cloud
DQN,2582,2.0,YES,High cost led to choosing cheaper cloud
DQN,2583,2.0,NO,High cost led to choosing cheaper cloud
DQN,2584,2.0,NO,High cost led to choosing cheaper cloud
DQN,2585,2.0,NO,Execution time exceeded SLA deadline
DQN,2586,2.0,NO,High cost led to choosing cheaper cloud
DQN,2587,2.0,NO,High cost led to choosing cheaper cloud
DQN,2588,2.0,NO,High cost led to choosing cheaper cloud
DQN,2589,2.0,YES,High cost led to choosing cheaper cloud
DQN,2590,2.0,NO,Execution time exceeded SLA deadline
DQN,2591,2.0,NO,High cost led to choosing cheaper cloud
DQN,2592,2.0,NO,High cost led to choosing cheaper cloud
DQN,2593,2.0,NO,High cost led to choosing cheaper cloud
DQN,2594,2.0,YES,High cost led to choosing cheaper cloud
DQN,2595,2.0,NO,High cost led to choosing cheaper cloud
DQN,2596,2.0,YES,High cost led to choosing cheaper cloud
DQN,2597,2.0,YES,High cost led to choosing cheaper cloud
DQN,2598,2.0,NO,High cost led to choosing cheaper cloud
DQN,2599,2.0,NO,Execution time exceeded SLA deadline
DQN,2600,2.0,NO,High cost led to choosing cheaper cloud
DQN,2601,2.0,YES,High cost led to choosing cheaper cloud
DQN,2602,2.0,YES,High cost led to choosing cheaper cloud
DQN,2603,2.0,NO,High cost led to choosing cheaper cloud
DQN,2604,2.0,NO,High cost led to choosing cheaper cloud
DQN,2605,2.0,NO,High cost led to choosing cheaper cloud
DQN,2606,2.0,NO,High cost led to choosing cheaper cloud
DQN,2607,2.0,NO,High cost led to choosing cheaper cloud
DQN,2608,2.0,NO,High cost led to choosing cheaper cloud
DQN,2609,2.0,YES,High cost led to choosing cheaper cloud
DQN,2610,2.0,YES,High cost led to choosing cheaper cloud
DQN,2611,2.0,NO,High cost led to choosing cheaper cloud
DQN,2612,2.0,NO,High cost led to choosing cheaper cloud
DQN,2613,2.0,YES,High cost led to choosing cheaper cloud
DQN,2614,2.0,NO,High cost led to choosing cheaper cloud
DQN,2615,2.0,NO,High cost led to choosing cheaper cloud
DQN,2616,2.0,NO,High cost led to choosing cheaper cloud
DQN,2617,2.0,YES,High cost led to choosing cheaper cloud
DQN,2618,2.0,YES,High cost led to choosing cheaper cloud
DQN,2619,2.0,YES,High cost led to choosing cheaper cloud
DQN,2620,2.0,NO,Execution time exceeded SLA deadline
DQN,2621,2.0,YES,High cost led to choosing cheaper cloud
DQN,2622,2.0,YES,High cost led to choosing cheaper cloud
DQN,2623,2.0,NO,High cost led to choosing cheaper cloud
DQN,2624,2.0,NO,High cost led to choosing cheaper cloud
DQN,2625,2.0,YES,High cost led to choosing cheaper cloud
DQN,2626,2.0,NO,High cost led to choosing cheaper cloud
DQN,2627,2.0,NO,High cost led to choosing cheaper cloud
DQN,2628,2.0,NO,Execution time exceeded SLA deadline
DQN,2629,2.0,NO,High cost led to choosing cheaper cloud
DQN,2630,2.0,NO,Execution time exceeded SLA deadline
DQN,2631,2.0,YES,High cost led to choosing cheaper cloud
DQN,2632,2.0,NO,High cost led to choosing cheaper cloud
DQN,2633,2.0,YES,High cost led to choosing cheaper cloud
DQN,2634,2.0,NO,High cost led to choosing cheaper cloud
DQN,2635,2.0,YES,High cost led to choosing cheaper cloud
DQN,2636,2.0,YES,High cost led to choosing cheaper cloud
DQN,2637,2.0,NO,High cost led to choosing cheaper cloud
DQN,2638,2.0,NO,High cost led to choosing cheaper cloud
DQN,2639,2.0,NO,High cost led to choosing cheaper cloud
DQN,2640,2.0,NO,Execution time exceeded SLA deadline
DQN,2641,2.0,NO,High cost led to choosing cheaper cloud
DQN,2642,2.0,YES,High cost led to choosing cheaper cloud
DQN,2643,2.0,NO,Execution time exceeded SLA deadline
DQN,2644,2.0,YES,High cost led to choosing cheaper cloud
DQN,2645,2.0,NO,High cost led to choosing cheaper cloud
DQN,2646,2.0,NO,High cost led to choosing cheaper cloud
DQN,2647,2.0,NO,High cost led to choosing cheaper cloud
DQN,2648,2.0,YES,High cost led to choosing cheaper cloud
DQN,2649,2.0,NO,High cost led to choosing cheaper cloud
DQN,2650,2.0,NO,High cost led to choosing cheaper cloud
DQN,2651,2.0,YES,High cost led to choosing cheaper cloud
DQN,2652,2.0,NO,High cost led to choosing cheaper cloud
DQN,2653,2.0,NO,High cost led to choosing cheaper cloud
DQN,2654,2.0,NO,High cost led to choosing cheaper cloud
DQN,2655,2.0,YES,High cost led to choosing cheaper cloud
DQN,2656,2.0,NO,High cost led to choosing cheaper cloud
DQN,2657,2.0,NO,Execution time exceeded SLA deadline
DQN,2658,2.0,NO,High cost led to choosing cheaper cloud
DQN,2659,2.0,NO,Execution time exceeded SLA deadline
DQN,2660,2.0,NO,High cost led to choosing cheaper cloud
DQN,2661,2.0,NO,Execution time exceeded SLA deadline
DQN,2662,2.0,YES,High cost led to choosing cheaper cloud
DQN,2663,2.0,YES,High cost led to choosing cheaper cloud
DQN,2664,2.0,NO,High cost led to choosing cheaper cloud
DQN,2665,2.0,NO,High cost led to choosing cheaper cloud
DQN,2666,2.0,NO,Execution time exceeded SLA deadline
DQN,2667,2.0,NO,High cost led to choosing cheaper cloud
DQN,2668,2.0,YES,High cost led to choosing cheaper cloud
DQN,2669,2.0,NO,High cost led to choosing cheaper cloud
DQN,2670,2.0,NO,High cost led to choosing cheaper cloud
DQN,2671,2.0,NO,High cost led to choosing cheaper cloud
DQN,2672,2.0,NO,High cost led to choosing cheaper cloud
DQN,2673,2.0,YES,High cost led to choosing cheaper cloud
DQN,2674,2.0,YES,High cost led to choosing cheaper cloud
DQN,2675,2.0,NO,High cost led to choosing cheaper cloud
DQN,2676,2.0,YES,High cost led to choosing cheaper cloud
DQN,2677,2.0,NO,Execution time exceeded SLA deadline
DQN,2678,2.0,YES,High cost led to choosing cheaper cloud
DQN,2679,2.0,NO,High cost led to choosing cheaper cloud
DQN,2680,2.0,YES,High cost led to choosing cheaper cloud
DQN,2681,2.0,NO,High cost led to choosing cheaper cloud
DQN,2682,2.0,NO,High cost led to choosing cheaper cloud
DQN,2683,2.0,YES,High cost led to choosing cheaper cloud
DQN,2684,2.0,NO,Execution time exceeded SLA deadline
DQN,2685,2.0,YES,High cost led to choosing cheaper cloud
DQN,2686,2.0,NO,High cost led to choosing cheaper cloud
DQN,2687,2.0,YES,High cost led to choosing cheaper cloud
DQN,2688,2.0,YES,High cost led to choosing cheaper cloud
DQN,2689,2.0,NO,High cost led to choosing cheaper cloud
DQN,2690,2.0,NO,High cost led to choosing cheaper cloud
DQN,2691,2.0,NO,High cost led to choosing cheaper cloud
DQN,2692,2.0,NO,High cost led to choosing cheaper cloud
DQN,2693,2.0,NO,High cost led to choosing cheaper cloud
DQN,2694,2.0,NO,High cost led to choosing cheaper cloud
DQN,2695,2.0,NO,High cost led to choosing cheaper cloud
DQN,2696,2.0,NO,High cost led to choosing cheaper cloud
DQN,2697,2.0,YES,High cost led to choosing cheaper cloud
DQN,2698,2.0,NO,High cost led to choosing cheaper cloud
DQN,2699,2.0,YES,High cost led to choosing cheaper cloud
DQN,2700,2.0,NO,High cost led to choosing cheaper cloud
DQN,2701,2.0,YES,High cost led to choosing cheaper cloud
DQN,2702,2.0,YES,High cost led to choosing cheaper cloud
DQN,2703,2.0,YES,High cost led to choosing cheaper cloud
DQN,2704,2.0,YES,High cost led to choosing cheaper cloud
DQN,2705,2.0,YES,High cost led to choosing cheaper cloud
DQN,2706,2.0,NO,Execution time exceeded SLA deadline
DQN,2707,2.0,NO,High cost led to choosing cheaper cloud
DQN,2708,2.0,NO,Execution time exceeded SLA deadline
DQN,2709,2.0,NO,High cost led to choosing cheaper cloud
DQN,2710,2.0,YES,High cost led to choosing cheaper cloud
DQN,2711,2.0,NO,Execution time exceeded SLA deadline
DQN,2712,2.0,NO,Execution time exceeded SLA deadline
DQN,2713,2.0,YES,High cost led to choosing cheaper cloud
DQN,2714,2.0,YES,High cost led to choosing cheaper cloud
DQN,2715,2.0,YES,High cost led to choosing cheaper cloud
DQN,2716,2.0,NO,Execution time exceeded SLA deadline
DQN,2717,2.0,YES,High cost led to choosing cheaper cloud
DQN,2718,2.0,NO,High cost led to choosing cheaper cloud
DQN,2719,2.0,NO,High cost led to choosing cheaper cloud
DQN,2720,2.0,NO,High cost led to choosing cheaper cloud
DQN,2721,2.0,NO,High cost led to choosing cheaper cloud
DQN,2722,2.0,NO,High cost led to choosing cheaper cloud
DQN,2723,2.0,YES,High cost led to choosing cheaper cloud
DQN,2724,2.0,YES,High cost led to choosing cheaper cloud
DQN,2725,2.0,NO,High cost led to choosing cheaper cloud
DQN,2726,2.0,NO,High cost led to choosing cheaper cloud
DQN,2727,2.0,YES,High cost led to choosing cheaper cloud
DQN,2728,2.0,NO,Execution time exceeded SLA deadline
DQN,2729,2.0,NO,High cost led to choosing cheaper cloud
DQN,2730,2.0,YES,High cost led to choosing cheaper cloud
DQN,2731,2.0,YES,High cost led to choosing cheaper cloud
DQN,2732,2.0,YES,High cost led to choosing cheaper cloud
DQN,2733,2.0,YES,High cost led to choosing cheaper cloud
DQN,2734,2.0,YES,High cost led to choosing cheaper cloud
DQN,2735,2.0,NO,Execution time exceeded SLA deadline
DQN,2736,2.0,YES,High cost led to choosing cheaper cloud
DQN,2737,2.0,NO,Execution time exceeded SLA deadline
DQN,2738,2.0,YES,High cost led to choosing cheaper cloud
DQN,2739,2.0,YES,High cost led to choosing cheaper cloud
DQN,2740,2.0,NO,High cost led to choosing cheaper cloud
DQN,2741,2.0,YES,High cost led to choosing cheaper cloud
DQN,2742,2.0,NO,Execution time exceeded SLA deadline
DQN,2743,2.0,YES,High cost led to choosing cheaper cloud
DQN,2744,2.0,NO,High cost led to choosing cheaper cloud
DQN,2745,2.0,YES,High cost led to choosing cheaper cloud
DQN,2746,2.0,YES,High cost led to choosing cheaper cloud
DQN,2747,2.0,NO,High cost led to choosing cheaper cloud
DQN,2748,2.0,YES,High cost led to choosing cheaper cloud
DQN,2749,2.0,NO,Execution time exceeded SLA deadline
DQN,2750,2.0,NO,Execution time exceeded SLA deadline
DQN,2751,2.0,NO,High cost led to choosing cheaper cloud
DQN,2752,2.0,YES,High cost led to choosing cheaper cloud
DQN,2753,2.0,NO,High cost led to choosing cheaper cloud
DQN,2754,2.0,NO,High cost led to choosing cheaper cloud
DQN,2755,2.0,NO,High cost led to choosing cheaper cloud
DQN,2756,2.0,NO,High cost led to choosing cheaper cloud
DQN,2757,2.0,YES,High cost led to choosing cheaper cloud
DQN,2758,2.0,NO,High cost led to choosing cheaper cloud
DQN,2759,2.0,YES,High cost led to choosing cheaper cloud
DQN,2760,2.0,NO,High cost led to choosing cheaper cloud
DQN,2761,2.0,YES,High cost led to choosing cheaper cloud
DQN,2762,2.0,YES,High cost led to choosing cheaper cloud
DQN,2763,2.0,YES,High cost led to choosing cheaper cloud
DQN,2764,2.0,NO,High cost led to choosing cheaper cloud
DQN,2765,2.0,NO,High cost led to choosing cheaper cloud
DQN,2766,2.0,YES,High cost led to choosing cheaper cloud
DQN,2767,2.0,NO,High cost led to choosing cheaper cloud
DQN,2768,2.0,NO,High cost led to choosing cheaper cloud
DQN,2769,2.0,NO,High cost led to choosing cheaper cloud
DQN,2770,2.0,YES,High cost led to choosing cheaper cloud
DQN,2771,2.0,YES,High cost led to choosing cheaper cloud
DQN,2772,2.0,NO,Execution time exceeded SLA deadline
DQN,2773,2.0,NO,Execution time exceeded SLA deadline
DQN,2774,2.0,NO,High cost led to choosing cheaper cloud
DQN,2775,2.0,NO,High cost led to choosing cheaper cloud
DQN,2776,2.0,YES,High cost led to choosing cheaper cloud
DQN,2777,2.0,NO,Execution time exceeded SLA deadline
DQN,2778,2.0,NO,High cost led to choosing cheaper cloud
DQN,2779,2.0,YES,High cost led to choosing cheaper cloud
DQN,2780,2.0,YES,High cost led to choosing cheaper cloud
DQN,2781,2.0,YES,High cost led to choosing cheaper cloud
DQN,2782,2.0,NO,Execution time exceeded SLA deadline
DQN,2783,2.0,YES,High cost led to choosing cheaper cloud
DQN,2784,2.0,NO,High cost led to choosing cheaper cloud
DQN,2785,2.0,NO,High cost led to choosing cheaper cloud
DQN,2786,2.0,YES,High cost led to choosing cheaper cloud
DQN,2787,2.0,NO,High cost led to choosing cheaper cloud
DQN,2788,2.0,NO,High cost led to choosing cheaper cloud
DQN,2789,2.0,NO,High cost led to choosing cheaper cloud
DQN,2790,2.0,NO,High cost led to choosing cheaper cloud
DQN,2791,2.0,NO,High cost led to choosing cheaper cloud
DQN,2792,2.0,NO,High cost led to choosing cheaper cloud
DQN,2793,2.0,NO,Execution time exceeded SLA deadline
DQN,2794,2.0,YES,High cost led to choosing cheaper cloud
DQN,2795,2.0,NO,High cost led to choosing cheaper cloud
DQN,2796,2.0,NO,Execution time exceeded SLA deadline
DQN,2797,2.0,NO,High cost led to choosing cheaper cloud
DQN,2798,2.0,NO,High cost led to choosing cheaper cloud
DQN,2799,2.0,NO,High cost led to choosing cheaper cloud
DQN,2800,2.0,NO,High cost led to choosing cheaper cloud
DQN,2801,2.0,YES,High cost led to choosing cheaper cloud
DQN,2802,2.0,NO,High cost led to choosing cheaper cloud
DQN,2803,2.0,NO,Execution time exceeded SLA deadline
DQN,2804,2.0,NO,High cost led to choosing cheaper cloud
DQN,2805,2.0,YES,High cost led to choosing cheaper cloud
DQN,2806,2.0,NO,Execution time exceeded SLA deadline
DQN,2807,2.0,NO,High cost led to choosing cheaper cloud
DQN,2808,2.0,YES,High cost led to choosing cheaper cloud
DQN,2809,2.0,NO,High cost led to choosing cheaper cloud
DQN,2810,2.0,NO,Execution time exceeded SLA deadline
DQN,2811,2.0,YES,High cost led to choosing cheaper cloud
DQN,2812,2.0,NO,High cost led to choosing cheaper cloud
DQN,2813,2.0,NO,High cost led to choosing cheaper cloud
DQN,2814,2.0,YES,High cost led to choosing cheaper cloud
DQN,2815,2.0,NO,High cost led to choosing cheaper cloud
DQN,2816,2.0,YES,High cost led to choosing cheaper cloud
DQN,2817,2.0,YES,High cost led to choosing cheaper cloud
DQN,2818,2.0,NO,High cost led to choosing cheaper cloud
DQN,2819,2.0,NO,High cost led to choosing cheaper cloud
DQN,2820,2.0,YES,High cost led to choosing cheaper cloud
DQN,2821,2.0,YES,High cost led to choosing cheaper cloud
DQN,2822,2.0,NO,High cost led to choosing cheaper cloud
DQN,2823,2.0,NO,High cost led to choosing cheaper cloud
DQN,2824,2.0,YES,High cost led to choosing cheaper cloud
DQN,2825,2.0,NO,High cost led to choosing cheaper cloud
DQN,2826,2.0,YES,High cost led to choosing cheaper cloud
DQN,2827,2.0,NO,High cost led to choosing cheaper cloud
DQN,2828,2.0,NO,High cost led to choosing cheaper cloud
DQN,2829,2.0,YES,High cost led to choosing cheaper cloud
DQN,2830,2.0,NO,High cost led to choosing cheaper cloud
DQN,2831,2.0,NO,High cost led to choosing cheaper cloud
DQN,2832,2.0,NO,High cost led to choosing cheaper cloud
DQN,2833,2.0,YES,High cost led to choosing cheaper cloud
DQN,2834,2.0,NO,High cost led to choosing cheaper cloud
DQN,2835,2.0,NO,Execution time exceeded SLA deadline
DQN,2836,2.0,NO,High cost led to choosing cheaper cloud
DQN,2837,2.0,NO,High cost led to choosing cheaper cloud
DQN,2838,2.0,YES,High cost led to choosing cheaper cloud
DQN,2839,2.0,YES,High cost led to choosing cheaper cloud
DQN,2840,2.0,YES,High cost led to choosing cheaper cloud
DQN,2841,2.0,NO,High cost led to choosing cheaper cloud
DQN,2842,2.0,YES,High cost led to choosing cheaper cloud
DQN,2843,2.0,NO,Execution time exceeded SLA deadline
DQN,2844,2.0,NO,High cost led to choosing cheaper cloud
DQN,2845,2.0,NO,High cost led to choosing cheaper cloud
DQN,2846,2.0,YES,High cost led to choosing cheaper cloud
DQN,2847,2.0,NO,High cost led to choosing cheaper cloud
DQN,2848,2.0,NO,High cost led to choosing cheaper cloud
DQN,2849,2.0,NO,High cost led to choosing cheaper cloud
DQN,2850,2.0,NO,High cost led to choosing cheaper cloud
DQN,2851,2.0,NO,Execution time exceeded SLA deadline
DQN,2852,2.0,NO,Execution time exceeded SLA deadline
DQN,2853,2.0,YES,High cost led to choosing cheaper cloud
DQN,2854,2.0,NO,Execution time exceeded SLA deadline
DQN,2855,2.0,YES,High cost led to choosing cheaper cloud
DQN,2856,2.0,NO,Execution time exceeded SLA deadline
DQN,2857,2.0,NO,High cost led to choosing cheaper cloud
DQN,2858,2.0,NO,Execution time exceeded SLA deadline
DQN,2859,2.0,YES,High cost led to choosing cheaper cloud
DQN,2860,2.0,NO,High cost led to choosing cheaper cloud
DQN,2861,2.0,NO,High cost led to choosing cheaper cloud
DQN,2862,2.0,NO,High cost led to choosing cheaper cloud
DQN,2863,2.0,YES,High cost led to choosing cheaper cloud
DQN,2864,2.0,YES,High cost led to choosing cheaper cloud
DQN,2865,2.0,NO,High cost led to choosing cheaper cloud
DQN,2866,2.0,YES,High cost led to choosing cheaper cloud
DQN,2867,2.0,NO,High cost led to choosing cheaper cloud
DQN,2868,2.0,NO,High cost led to choosing cheaper cloud
DQN,2869,2.0,NO,High cost led to choosing cheaper cloud
DQN,2870,2.0,NO,High cost led to choosing cheaper cloud
DQN,2871,2.0,YES,High cost led to choosing cheaper cloud
DQN,2872,2.0,NO,High cost led to choosing cheaper cloud
DQN,2873,2.0,NO,High cost led to choosing cheaper cloud
DQN,2874,2.0,NO,High cost led to choosing cheaper cloud
DQN,2875,2.0,YES,High cost led to choosing cheaper cloud
DQN,2876,2.0,NO,High cost led to choosing cheaper cloud
DQN,2877,2.0,NO,High cost led to choosing cheaper cloud
DQN,2878,2.0,YES,High cost led to choosing cheaper cloud
DQN,2879,2.0,YES,High cost led to choosing cheaper cloud
DQN,2880,2.0,YES,High cost led to choosing cheaper cloud
DQN,2881,2.0,YES,High cost led to choosing cheaper cloud
DQN,2882,2.0,YES,High cost led to choosing cheaper cloud
DQN,2883,2.0,YES,High cost led to choosing cheaper cloud
DQN,2884,2.0,NO,High cost led to choosing cheaper cloud
DQN,2885,2.0,NO,High cost led to choosing cheaper cloud
DQN,2886,2.0,NO,Execution time exceeded SLA deadline
DQN,2887,2.0,NO,High cost led to choosing cheaper cloud
DQN,2888,2.0,NO,High cost led to choosing cheaper cloud
DQN,2889,2.0,YES,High cost led to choosing cheaper cloud
DQN,2890,2.0,NO,High cost led to choosing cheaper cloud
DQN,2891,2.0,YES,High cost led to choosing cheaper cloud
DQN,2892,2.0,NO,High cost led to choosing cheaper cloud
DQN,2893,2.0,NO,High cost led to choosing cheaper cloud
DQN,2894,2.0,NO,High cost led to choosing cheaper cloud
DQN,2895,2.0,NO,High cost led to choosing cheaper cloud
DQN,2896,2.0,NO,High cost led to choosing cheaper cloud
DQN,2897,2.0,YES,High cost led to choosing cheaper cloud
DQN,2898,2.0,NO,High cost led to choosing cheaper cloud
DQN,2899,2.0,NO,High cost led to choosing cheaper cloud
DQN,2900,2.0,NO,High cost led to choosing cheaper cloud
DQN,2901,2.0,YES,High cost led to choosing cheaper cloud
DQN,2902,2.0,NO,High cost led to choosing cheaper cloud
DQN,2903,2.0,YES,High cost led to choosing cheaper cloud
DQN,2904,2.0,NO,High cost led to choosing cheaper cloud
DQN,2905,2.0,NO,High cost led to choosing cheaper cloud
DQN,2906,2.0,NO,Execution time exceeded SLA deadline
DQN,2907,2.0,YES,High cost led to choosing cheaper cloud
DQN,2908,2.0,NO,High cost led to choosing cheaper cloud
DQN,2909,2.0,NO,High cost led to choosing cheaper cloud
DQN,2910,2.0,NO,Execution time exceeded SLA deadline
DQN,2911,2.0,NO,High cost led to choosing cheaper cloud
DQN,2912,2.0,NO,High cost led to choosing cheaper cloud
DQN,2913,2.0,YES,High cost led to choosing cheaper cloud
